,id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
595,2963305,CONSTRUCCIONES Y SERVICIOS,ROGELIO ESQUEDA HERNÁNDEZ,238122,Montaje de estructuras de acero prefabricadas,1,,NUEVA ESCOCIA,,JARDÍN DE BABILONIA,,JARDÍN DE LAS DELICIAS,,SANTIAGO EL MENOR,4235,,,,,,,INDUSTRIAL LINCOLN,,,,,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4676,014,8183115492,ESQUEDA_CYS@HOTMAIL.COM,,Fijo,10.25839375,-124.4455263,2014-12
596,6165182,CONSTRUCCIONES Y RENTA DE MAQUINARIA LOA SA DE CV,CONSTRUCCIONES Y RENTA DE MAQUINARIA LOA SA DE CV,236112,Edificación de vivienda multifamiliar,11,CALLE,PROFESORA JULIA VILLARREAL,CALLE,SIN REFERNCIA,OTRO (ESPECIFIQUE),MACARIO PEREZ,CALLE,PROFESOR EULOGIO FLORES,5408,,,,,,COLONIA,DEL MAESTRO,,,,,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0495,017,,MARIOLOZANO2004@PRODIGY.NET.MX,,Fijo,25.724536,-100.35247502,2010-07
597,2930396,CONSTRUCCIONES Y RECUBRIMIENTOS BREMACO,CONSTRUCCIONES Y RECUBRIMIENTOS BREMACO SA DE CV,238390,Otros trabajos de acabados en edificaciones,1,CALLE,JORDAN,CALLE,FRESNILLO,CALLE,JEREZ,CALLE,TEOTIHUACÁN,2322,,,,,,COLONIA,MITRAS CENTRO,,,,64460,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0902,035,8112570982,AMENDOZA@BREMACO.COM.MX,,Fijo,25.69878912,-100.33836203,2010-07
598,2929800,CONSTRUCCIONES Y PROYECTOS ISOMETRIC SA,CONSTRUCCIONES Y PROYECTOS ISOMETRIC SA,238130,Trabajos de albañilería,51,CALLE,5 DE MAYO,AVENIDA,DOCTOR IGNACIO MORONES PRIETO,CALLE,PERAL,AVENIDA,DOCTOR IGNACIO MORONES PRIETO,806,,,,,,COLONIA,BENITO JUAREZ,,,,67140,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0317,023,8186758139,INFO@ISOMETRIC.COM.MX,,Fijo,25.68286345,-100.24808301,2010-07
599,9316046,CONSTRUCCIONES Y MAQUINARIA SEF SA DE CV,CONSTRUCCION Y MAQUINARIA SA DE CV,237993,Construcción de obras para transporte eléctrico y ferroviario,1,CALLE,DURAZNO,AVENIDA,HERIBERTO CASTILLO MARTINEZ,PRIVADA,DURAZNO,CALLE,DURAZNO,0,SN,,,,,LOCALIDAD,EL DURAZNO,,,,66000,19,NUEVO LEÓN,018,García,0015,El Durazno,0207,011,,CONTABILIDAD@SEFCYM.COM,,Fijo,25.74043779,-100.52677538,2020-11
600,7300402,TORTILLERIA PASEO DEL NOGAL,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,SOR JUANA INES DE LA CRUZ,CALLE,TULIPAN,CALLE,LAS FLORES,CALLE,TULIPÁN,,SN,,,540,,FRACCIONAMIENTO,PASEO DEL NOGAL,,,,66000,19,NUEVO LEÓN,018,García,0001,García,0230,031,8117197047,,,Fijo,25.79567196,-100.59190688,2019-11
601,8794662,CARPINTERIA MENDOZA,,321910,Fabricación de productos de madera para la construcción,1,AVENIDA,GENERAL PLUTARCO ELIAS CALLES,AVENIDA,ADOLFO LOPEZ MATEOS,CALLE,PRIMERO DE MAYO,CALLE,27 DE SEPTIEMBRE,309,,,,,,COLONIA,RIO,,,,67160,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0389,031,,CARPINTERIYMUEBLESMENDOZA@GMAIL.COM,,Fijo,25.68410012,-100.21474926,2019-11
602,9322246,CONSTRUCCIONES Y MAQUINARIA SEF,CONSTRUCCIONES Y MAQUINARIA SEF SA DE CV,237993,Construcción de obras para transporte eléctrico y ferroviario,11,CALLE,BARDA,CALLE,NINGUNO,CALLE,NINGUNO,AVENIDA,LAS PLAZAS,109,,,,,,COLONIA,NINGUNO,,,,,19,NUEVO LEÓN,018,García,0001,García,121A,037,,,,Fijo,25.82564138,-100.58257265,2020-11
603,3004559,TORTILLERIA PAOLA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,UNIDAD AMERICANA,CALLE,UNIDAD NACIONAL,CALLE,UNIDAD SINDICAL,CALLE,UNIDAD AMERICANA,456,,,,,,COLONIA,LA UNIDAD,,,,66064,19,NUEVO LEÓN,021,General Escobedo,0001,Ciudad General Escobedo,1376,004,,,,Fijo,25.79494283,-100.41432739,2010-07
604,2981076,CARPINTERIA MENDOZA,,321910,Fabricación de productos de madera para la construcción,1,AVENIDA,BENITO JUAREZ,CALLE,PERSEVERANCIA,CALLE,LA HACIENDA,CALLE,LA PALOMA,1324,,,,,1324,FRACCIONAMIENTO,LA HACIENDA,,,,67150,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,1423,001,8113228528,,,Fijo,25.67890154,-100.24173679,2010-07
605,3040726,TORTILLERIA PATY,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,BONIFACIO SALINAS LEAL,CALLE,JUAN M. GARCIA,AVENIDA,PASEO DE LA REFORMA,CALLE,PABLO QUIROGA,3634,A,,,,,COLONIA,EDUARDO A ELIZONDO,,,,64940,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4604,010,,,,Fijo,25.6091701,-100.27420929,2010-07
606,6148055,"CONSTRUCCIONES Y PROYECTOS CARLOZ, SA DE CV",CONSTRUCCIONES Y PROYECTOS CARLOZ SA DE CV,236111,Edificación de vivienda unifamiliar,11,OTRO (ESPECIFIQUE),AGUSTÍN SILLER,CALLE,NUSTOR GARCIA,CALLE,LOS SAUCES,CALLE,PADRE MIER,116,,,,0,,COLONIA,LAZARO GARZA AYALA,,,,66230,19,NUEVO LEÓN,019,San Pedro Garza García,0001,San Pedro Garza García,0543,022,,CPCARLOZ@PRODIGY.NET.MX,,Fijo,25.6592959,-100.41343563,2010-07
607,7786574,TORTILLERIA PALOMOS,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,LICENCIADO ALFONSO SANTOS PALOMO,CALLE,HUELGA DE CANANEA,CALLE,MARTIRES DE CHICAGO,CALLE,LICENCIADO GUSTAVO DÍAZ ORDAZ,5009,,,,,,COLONIA,CROC,,,,64200,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,2398,041,,,,Fijo,25.77388605,-100.37321472,2019-11
608,8775008,CARPINTERIA MEDELLIN,,321910,Fabricación de productos de madera para la construcción,1,CALLE,LAGUNA DE SANCHEZ,CALLE,EL BARRIAL,CALLE,EL MANZANO,CALLE,HUINALÁ,1051,A,,,,,COLONIA,LOS ANGELES 4 SEC,,,,66470,19,NUEVO LEÓN,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1106,053,,,,Fijo,25.72783649,-100.22154937,2019-11
609,6159421,"CONSTRUCCIONES Y MULTISERVICIOS ELICAN, SA DE CV",CONSTRUCCIONES Y MULTISERVICIOS ELICAN SA DE CV,236221,"Edificación de inmuebles comerciales y de servicios, excepto la supervisión",6,OTRO (ESPECIFIQUE),FRANCISCO I. MADERO,CALLE,VENUSTIANO CARRANZA,CALLE,LVARO OBREGON,CALLE,DOCTOR GONZALEZ,317,0,,,0,,CIUDAD INDUSTRIAL,CENTRO,PASAJE Y ANDADOR COMERCIAL,ANDADOR,317,67050,19,NUEVO LEÓN,013,China,0001,China,061A,008,,MULTISERVICIOS_ELICAN@HOTMAIL.COM,,Fijo,25.69974872,-99.23565796,2011-03
610,2934938,TORTILLERIA PACOS,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,AVENIDA,RODRIGO GOMEZ,CALLE,SALITRE,CALLE,MINERIA,CALLE,FENOL,9507,,,,,,COLONIA,FOMERREY 106,,,,64249,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4055,010,,,,Fijo,25.7461774,-100.34201839,2010-07
611,3020068,CARPINTERIA MAYO,,321910,Fabricación de productos de madera para la construcción,1,CALLE,ESCOBEDO,CALLE,EUGENIO SERRANO,CALLE,CAPITAN ALFONSO DE LEON,CALLE,MORELOS,517,,,,,,COLONIA,CENTRO,,,,67480,19,NUEVO LEÓN,009,Cadereyta Jiménez,0001,Cadereyta Jiménez,0481,024,8281057075,,,Fijo,25.58563954,-100.00985294,2010-07
612,9322106,CONSTRUCCIONES Y MATERIALES MARISCAL,MARTIN ENCISO MARISCAL S.A. DE C.V.,236111,Edificación de vivienda unifamiliar,11,CALLE,JUAN ZUAZUA,AVENIDA,Benito Juarez,CALLE,Independencia,CALLE,Josefa Ortiz de Dominguez,325,,,,,,,CENTRO DE GUADALUPE,,,,,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,029A,009,,INMOCERO07@GMAIL.COM,,Fijo,25.6792499,-100.26197641,2020-11
613,3004624,TORTILLERIA PAOLA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,24 DE FEBRERO,CALLE,13 DE SEPTIEMBRE,CALLE,12 DE ABRIL (FUNDADORES),CALLE,01 DE MARZO,0,SN,,,0,,COLONIA,18 DE OCTUBRE,,,,66064,19,NUEVO LEÓN,021,General Escobedo,0001,Ciudad General Escobedo,0753,025,8181101367,,,Fijo,25.79824139,-100.39882402,2010-07
614,3051700,CARPINTERIA MEJORADO,,321910,Fabricación de productos de madera para la construcción,1,CALLE,PROLONGACION DURANGO,PEATONAL,VALLADO,CALLE,OCAMPO,CALLE,DIEGO DE MONTEMAYOR,13,SN,,,0,,BARRIO,GUANAJUATO,,,,67850,19,NUEVO LEÓN,017,Galeana,0001,Galeana,0750,038,8262130301,,,Fijo,24.82901651,-100.07649015,2010-07
615,6165238,CONSTRUCCIONES Y MATERIALES CORD CALV SA DE CV,"CONSTRUCCIONES Y MATERIALES CORD CALV, SA DE CV",237999,Otras construcciones de ingeniería civil,1,,SIERRA DE GUADALCAZAR,,,,,,,220,,,,,,,LAS SIERRAS,,,,,19,NUEVO LEÓN,048,Santa Catarina,0001,Ciudad Santa Catarina,0583,035,,,,Fijo,25.66754168,-100.45470839,2011-03
616,3042426,TORTILLERÍA PANO,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,SOLDADORES,CALLE,PINTORES,CALLE,LICENCIADOS,CALLE,HERREROS,,SN,,,,,COLONIA,IGANACIO ALTAMIRANO,,,,66068,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,5000,006,,,,Fijo,25.77994058,-100.41668625,2010-07
617,8261769,CARPINTERIA MEDRANO,,321992,Fabricación de artículos y utensilios de madera para el hogar,1,CALLE,GENERAL PEDRO MARIA ANAYA,CALLE,AMADO NERVO,AVENIDA,JESUS RAMAL GARZA,CALLE,SALVADOR DÍAZ MIRÓN,805,,,,,,COLONIA,EL BARRIAL,,,,67700,19,NUEVO LEÓN,033,Linares,0001,Linares,0646,034,,,,Fijo,24.8548886,-99.5635062,2019-11
618,2995407,TORTILLERIA PATY,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,DECIMA AVENIDA,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NOVENA AVENIDA,1326,,,,,,COLONIA,LUIS ECHEVERRIA,,,,64740,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4182,029,,,,Fijo,25.64134583,-100.29974784,2014-12
619,8461956,CARPINTERIA MMANO Y MADERA,SA DE CV SA DE CV,321910,Fabricación de productos de madera para la construcción,6,CALLE,PEDRO VELEZ,CALLE,GUILLERMO MARCONI,CALLE,BENJAMIN FRANKLIN,CALLE,PEDRO VÉLEZ,2014,,,,,SN,COLONIA,PROGRESO,,,,64420,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0936,028,,,,Fijo,25.69623375,-100.33449926,2019-11
620,2928804,TORTILLERIA PATY,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,6,PRIVADA,RETORNO,CALLE,VALLE AZUL,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,LAGO AZUL,,SN,,,,,COLONIA,LA ROSITA,,,,67160,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,1940,006,8183235192,,,Fijo,25.6858651,-100.19792416,2010-07
621,2932341,CARPINTERIA MEVI,,321910,Fabricación de productos de madera para la construcción,1,CALLE,AMAPOLA,CALLE,MIRABEL,CALLE,GIRASOL,CALLE,GIRASOL,439,,,,0,,COLONIA,TRES CAMINOS,,,,67190,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,1620,021,8113281728,,,Fijo,25.66177114,-100.18564832,2010-07
622,2925645,TORTILLERIA PEÑA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,BENITO JUAREZ,CALLE,GENERAL JUAN ZUAZUA,CALLE,EMILIO CARRANZA,CALLE,GENERAL MARIANO ESCOBEDO,44,B,,,0,,COLONIA,CENTRO,,,,65500,19,NUEVO LEÓN,045,Salinas Victoria,0001,Salinas Victoria,0219,007,,,,Fijo,25.96318034,-100.2952334,2010-07
623,2921572,CARPINTERIA MONTENEGRO,,321910,Fabricación de productos de madera para la construcción,1,CALLE,21 DE MARZO,CALLE,FRAY PEDRO DE GANTE,CALLE,FRAY ANDRES DEOLMOS,CALLE,21 DE MARZO,127,,,,0,,COLONIA,JUAN ANTONIO SOBREVILLA,,,,66000,19,NUEVO LEÓN,018,García,0001,García,0279,011,,,,Fijo,25.79728891,-100.59550362,2010-07
624,2941543,TORTILLERIA PEÑA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,JUAREZ,CALLE,EMILIO CARRANZA,CALLE,OBREGON,CALLE,ZARAGOZA,,SN,,,,,COLONIA,CENTRO,,,,66900,19,NUEVO LEÓN,003,Los Aldamas,0001,Los Aldamas,0100,016,,,,Fijo,26.06312083,-99.19663051,2014-12
625,8734612,CARPINTERIA MONTALVO,,321910,Fabricación de productos de madera para la construcción,1,CALLE,FORTINO GARZA CAMPOS,CALLE,COAHUILA,PRIVADA,FORTINO GARZA CAMPOS,CALLE,ELVIRA RENTERÍA,828,,,,,,COLONIA,AMERICA 2,,,,64740,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4163,003,,,,Fijo,25.64978424,-100.31111505,2019-11
626,8684089,CARPINTERIA MEVI,,321910,Fabricación de productos de madera para la construcción,6,AVENIDA,ELOY CAVAZOS,CALLE,CAMINO REAL,AVENIDA,FIDEL VELAZQUEZ,CALLE,PABLO RODARTE,5911,,,,,,COLONIA,GUADALUPE CHAVEZ,,,,67180,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,1565,047,8113474381,,,Fijo,25.65871951,-100.22551266,2019-11
627,7704054,TORTILLERIA NUEVA IMAGEN,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,DERECHO DE HUELGA,PRIVADA,CRUZ ROBLEDO,CALLE,PRAXEDIS GARCIA,CALLE,FERNANDO URIBE,0,SN,,,0,,COLONIA,BENITO JUAREZ I,,,,64219,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,3998,024,,,,Fijo,25.76745123,-100.36025342,2019-11
628,7786967,CARPINTERIA MALDONADO,,321910,Fabricación de productos de madera para la construcción,1,CALLE,RIOLITA,CALLE,ALABASTRO,AVENIDA,LAS ROCAS,CALLE,GNEISS,0,SN,,,0,,COLONIA,SAN BERNABE,,,,64100,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0029,032,,,,Fijo,25.7540865,-100.37825708,2019-11
629,7787604,TORTILLERIA NUEVA IGLATERRA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,NUEVA INGLATERRA,CALLE,NUEVA YORK,CALLE,TUXTLA,CALLE,NUEVA YORK,4110,,,,,,COLONIA,RESIDENCIAL ABRAHAM LINCOLN,,,,64310,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4680,014,,,,Fijo,25.71272672,-100.35635131,2019-11
630,7366601,CARPINTERIA MAKORE,,321910,Fabricación de productos de madera para la construcción,6,CALLE,COLIMA,CALLE,GENERAL CELESTINO GASCA,AVENIDA,JOSE MARIA MORELOS Y PAVON,CALLE,YUCATÁN,103,,,,0,,COLONIA,CELESTINO GASCA,,,,66050,19,NUEVO LEÓN,021,General Escobedo,0001,Ciudad General Escobedo,0043,047,8180142605,INFO@MAKORE.COM.MX,WWW.MAKORE.COM.MX,Fijo,25.76743965,-100.3186147,2019-11
631,2926560,TORTILLERIA OFELIA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,JULIAN VILLAGRAN,CALLE,MANUEL MARIA LOMBARDINI,CALLE,LUIS QUINTANAR,CALLE,JOSÉ TRINIDAD VILLAGÓMEZ,2515,,,,0,,COLONIA,INDUSTRIAL,,,,64440,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,096A,004,,JOANDEAVILA@HOTMAIL.COM,,Fijo,25.69847613,-100.32160937,2010-07
632,3044477,TORTILLERIA NUMERO UNO,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,6,CALLE,MARIANO ESCOBEDO,CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,CRISTOBAL COLON,CALLE,IGNACIO ZARAGOZA,,SN,,,,,CIUDAD,MONTEMORELOS CENTRO,,,,67500,19,NUEVO LEÓN,038,Montemorelos,0001,Montemorelos,0411,005,8262632014,,,Fijo,25.18826526,-99.82644775,2010-07
633,3051026,CARPINTERIA MALDONADO,,321910,Fabricación de productos de madera para la construcción,6,CALLE,ALABASTRO,PRIVADA,PUMITA,PRIVADA,ORTOCLASA,OTRO (ESPECIFIQUE),NINGUNO,,SN,,,,,COLONIA,SAN BERNABE,,,,64100,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0033,021,8181399747,,,Fijo,25.7520861,-100.37628682,2010-07
634,9029964,TORTILLERIA NOGALAR,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,HARPER,AVENIDA,BARTON,CALLE,KIOWA,CALLE,WICHITA,,SN,,,,,FRACCIONAMIENTO,RESIDENCIAL NOGALAR,,,,67754,19,NUEVO LEÓN,033,Linares,0001,Linares,1095,018,,,,Fijo,24.86404089,-99.5460282,2019-11
635,8689106,CARPINTERIA LOS PINOS,,321910,Fabricación de productos de madera para la construcción,1,AVENIDA,DIEGO DIAZ DE BERLANGA,CALLE,LUIS MALO,CALLE,JOSE MARIA LETONA,CALLE,PEDRO TABOADA,514,,,,,,COLONIA,VALLE DE SANTO DOMINGO,,,,66437,19,NUEVO LEÓN,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,095A,019,8184729857,,,Fijo,25.74709686,-100.25870467,2019-11
636,3017538,TORTILLERIA NOGAL,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,NOGAL,CALLE,GIRASOL,CALLE,ROSAL,CALLE,VERBENA,5153,,,,,,COLONIA,VALLE VERDE PRIMER SECTOR,,,,64360,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,0245,007,8181148504,,,Fijo,25.73114153,-100.37515364,2010-07
637,8261040,CARPINTERIA LOS NOGALES,,321910,Fabricación de productos de madera para la construcción,1,CALLE,5 DE MAYO,CALLE,MIGUEL HIDALGO,CALLE,CONSTITUCION,CALLE,5 DE MAYO,,SN,,,,,COLONIA,CENTRO,,,,67960,19,NUEVO LEÓN,024,General Zaragoza,0001,General Zaragoza,0153,009,,,,Fijo,23.97037511,-99.76741387,2019-11
638,2924542,TORTILLERIA NORA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,AVENIDA,VICENTE GUERRERO,CALLE,PROGRESO,CALLE,GUSTAVO A. MADERO,CALLE,HERMENEGILDO GALEANA,1735,,,,0,,COLONIA,INDUSTRIAL,,,,64440,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1262,007,,,,Fijo,25.69128893,-100.31124006,2010-07
639,8441420,CARPINTERIA LUNA,,321910,Fabricación de productos de madera para la construcción,1,CALLE,NARANJO,CALLE,CAMELIA,CALLE,GARDENIA,CALLE,NOGALAR,0,SN,,,0,,COLONIA,MADERO,,,,64530,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1065,019,,,,Fijo,25.69815427,-100.28633649,2019-11
640,2996728,TORTILLERIA NOGALES,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,NISPEROS,CALLE,CANELOS,CALLE,JACARANDAS,CALLE,MEZQUITES,1601,,,,0,,COLONIA,NOGALES DE LA SIERRA,,,,64988,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,299A,032,,,,Fijo,25.58223409,-100.23576105,2014-12
641,8829810,CARPINTERIA LOS ROBLES,,321910,Fabricación de productos de madera para la construcción,1,AVENIDA,INSPIRACION,AVENIDA,AVENIDA DEL TRIUNFO PONIENTE,CALLE,ALBERT SCHWEITZER,AVENIDA,AVENIDA DE LA ESPERANZA,400,C,,,0,,COLONIA,RESIDENCIAL LOS ROBLES,,,,66636,19,NUEVO LEÓN,006,Apodaca,0001,Ciudad Apodaca,0668,028,8129182538,,,Fijo,25.77897659,-100.26084258,2019-11
642,2921112,TORTILLERIA OLGA,,311813,Elaboración de tortillas de harina de trigo de forma tradicional,6,AVENIDA,ELOY CAVAZOS,CALLE,PROFESOR FRANCISCO M. ZERTUCHE,CALLE,MANUEL L. BARRAGAN,CALLE,PROFESOR FÉLIX ESCAMILLA,0,SN,,,0,,COLONIA,ZERTUCHE,,,,67190,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0730,038,8126071707,,,Fijo,25.65320542,-100.2036532,2010-07
643,7786278,CARPINTERIA MARTINEZ,,321910,Fabricación de productos de madera para la construcción,1,CALLE,JUAN SARABIA,CALLE,MARTIRES DE CHICAGO,CALLE,HUELGA DE CANANEA,CALLE,LICENCIADO ALFONSO SANTOS PALOMO,,SN,,,,,COLONIA,CROC,,,,64200,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,2398,040,,,,Fijo,25.77211947,-100.37229149,2019-11
644,3044295,CARPINTERIA MARROQUIN,,321910,Fabricación de productos de madera para la construcción,1,CALLE,PILON VIEJO,CALLE,PRIMERA,CALLE,SEGUNDA,CALLE,PILÓN VIEJO,,SN,,,,,FRACCIONAMIENTO,RINCON DE LAS HUERTAS,,,,67528,19,NUEVO LEÓN,038,Montemorelos,0001,Montemorelos,0604,004,8261050044,,,Fijo,25.20145903,-99.82806366,2010-07
645,7679599,TORTILLERIA OLVERA,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,PASEO DE LAS AGUILAS,CALLE,ÁGUILA DE LA MONTAÑA,CALLE,MILANO,CALLE,ÁGUILA BLANCA,,SN,,,,,COLONIA,LAS AGUILAS,,,,67325,19,NUEVO LEÓN,026,Guadalupe,0057,Las Escobas,2845,017,,,,Fijo,25.67519572,-100.12679818,2019-11
646,2960616,CARPINTERIA MARTINEZ,,321910,Fabricación de productos de madera para la construcción,1,CALLE,INGENIERO ALVARO ELIAS CALLES PRADERAS,AVENIDA,ABRAHAM LINCOLN,CALLE,EJERCITO NACIONAL,AVENIDA,ABRAHAM LINCOLN,5033,,,,,,COLONIA,PLUTARCO ELIAS CALLES,,,,64100,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,3343,037,,,,Fijo,25.75291901,-100.39144277,2014-12
647,3041183,TORTILLERIA OLIVOS,,311830,Elaboración de tortillas de maíz y molienda de nixtamal,1,CALLE,OLIVOS,CALLE,CANELOS,CALLE,NARANJOS,CALLE,CIPRESES,1646,,,,,,COLONIA,NOGALES DE LA SIERRA,,,,64988,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,299A,029,8183178860,,,Fijo,25.58377062,-100.23467901,2010-07
648,3013336,CARPINTERÍA MARTÍNEZ,,321910,Fabricación de productos de madera para la construcción,1,CALLE,18 DE MARZO,CALLE,PARQUE DE LAS ANACUAS,CALLE,GUADALUPE GARZA,CALLE,NINGUNO,910,,,,,,COLONIA,NOGALAR,,,,65220,19,NUEVO LEÓN,044,Sabinas Hidalgo,0001,Ciudad Sabinas Hidalgo,0550,046,8241200244,,,Fijo,26.50743348,-100.16227014,2010-07
649,9014316,CARPINTERIA LEZMA,,321910,Fabricación de productos de madera para la construcción,1,CALLE,LEON,CALLE,TRIUNFO DE LA REPUBLICA,CALLE,URUAPAN,CALLE,JOSÉ MARÍA MORELOS Y PAVÓN,125,,,,0,,COLONIA,PARAISO,,,,67140,19,NUEVO LEÓN,026,Guadalupe,0001,Guadalupe,0425,009,,,,Fijo,25.67384861,-100.26812557,2019-11
650,3049976,CARPINTERIA LERMA,,321910,Fabricación de productos de madera para la construcción,1,CALLE,ESCULTOR,CALLE,MESETA,CALLE,CEFEO,CALLE,OCTANTE,6648,,,,,,COLONIA,SAN BERNABE (F-51),,,,64109,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,4017,015,8183392948,CARPINTERIA_LERMA@HOTMAIL.COM,,Fijo,25.75691679,-100.38865876,2010-07
651,7636515,CARPINTERIA LOMA,,321910,Fabricación de productos de madera para la construcción,1,CALLE,FIDEL VELAZQUEZ,CALLE,FRUCTUOSO RODRIGUEZ,CALLE,LICENCIADO LUIS M. FARIAS,CALLE,LICENCIADO PEDRO ZORRILLA,703,,,,,,COLONIA,VALLE DE SANTA LUCIA (GRANJA SANITARIA),,,,64230,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,018A,007,8121732898,,,Fijo,25.74563994,-100.3552765,2019-11
652,3047616,CARPINTERIA LOHER,,321910,Fabricación de productos de madera para la construcción,1,CALLE,NINGUNO,CALLE,LIBRAMIENTO VIAL MONTERREY-VICTORIA,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CALLE,CALLE DE LOS NORIEGA,190,B,,,0,,COLONIA,MARCO ANTONIO,,,,67778,19,NUEVO LEÓN,033,Linares,0001,Linares,0487,004,,,,Fijo,24.85198113,-99.57598391,2010-07
653,3038022,CARPINTERIA LA TERMA,,321910,Fabricación de productos de madera para la construcción,1,CALLE,13 DE SEPTIEMBRE,PRIVADA,GUILLERMO PRIETO,CALLE,JUAN IGNACIO RAMON,OTRO (ESPECIFIQUE),CANAL,0,SN,,,0,,COLONIA,PROGRESO,,,,66800,19,NUEVO LEÓN,042,Los Ramones,0001,Los Ramones,0147,015,8117168618,,,Fijo,25.69734465,-99.63114859,2010-07
654,2972860,CARPINTERIA LA PUERTA,,321910,Fabricación de productos de madera para la construcción,6,CALLE,EMILIANO ZAPATA,CALLE,PIPILIA,CALLE,CANANEA,CALLE,HELIODORO PÉREZ,2419,,,,,,COLONIA,TAMPICO,,,,64550,19,NUEVO LEÓN,039,Monterrey,0001,Monterrey,1313,057,8112204786,RICARDO.A@DECORET.COM.MX,WWW.LAPUERTA.COM.MX,Fijo,25.68953956,-100.28957621,2014-12
655,3032489,CARPINTERIA LAS AMERICAS,,321910,Fabricación de productos de madera para la construcción,1,AVENIDA,MARIO J. MONTEMAYOR,CALLE,AGUSTIN DE ITURBIDE,CALLE,CALLE DEL TEATRO,CALLE,HÉRCULES,751,,,,,,COLONIA,HACIENDA LOS MORALES 1 SECTOR,,,,66495,19,NUEVO LEÓN,046,San Nicolás de los Garza,0001,San Nicolás de los Garza,1271,008,8183344183,,,Fijo,25.71111902,-100.24714278,2010-07
